asd,name,year,properties,nonCurrentLiabilities,currentLiabbilities,equities,fullPrice,priceNextYear
7178,PMPG,2007,16086,610,2677,41013,4073400.0,618163200.0
7967,IZOSTAL,2016,74044,751,10353,143526,313200.0,9377600.0
6891,ALUMETAL,2006,12720,624,1914,37316,6026400.0,4073400.0
3346,AZOTYTARNOW,2010,32046,1038,5461,80418,1159200.0,857700.0
2147,ATLANTIS,2007,16086,610,2677,41013,4073400.0,618163200.0
6763,ITMTRADE,2008,24380,865,9160,48498,618163200.0,1168500.0
9929,15HETMAN,2015,68095,661,7154,130446,2932000.0,313200.0
9554,EFL,2017,74142,659,9388,148860,9377600.0,25500.0
4521,BUDVARCEN,2015,68095,661,7154,130446,2932000.0,313200.0
5841,STARHEDGE,2009,23851,1089,4068,69283,1168500.0,1159200.0
1653,ZEG,2007,16086,610,2677,41013,4073400.0,618163200.0
1833,SWIECIE,2005,12126,520,1723,30845,9262800.0,6026400.0
5701,VISTAL,2012,41583,738,13688,106601,140200.0,119939300.0
2821,PLASTBOX,2005,12126,520,1723,30845,9262800.0,6026400.0
1771,PERMEDIA,2008,24380,865,9160,48498,618163200.0,1168500.0
2384,EUROFAKTR,2010,32046,1038,5461,80418,1159200.0,857700.0
9700,WDX,2007,16086,610,2677,41013,4073400.0,618163200.0
5041,PANOVA,2015,68095,661,7154,130446,2932000.0,313200.0
1135,GRUPAONET,2009,23851,1089,4068,69283,1168500.0,1159200.0
1513,FAM,2010,32046,1038,5461,80418,1159200.0,857700.0
6234,CCENERGY,2012,41583,738,13688,106601,140200.0,119939300.0
5767,ORION,2013,62308,673,14845,119491,119939300.0,911300.0
5306,SKYLINE,2007,16086,610,2677,41013,4073400.0,618163200.0
1743,WARTA,2006,12720,624,1914,37316,6026400.0,4073400.0
7802,MANGATA,2007,16086,610,2677,41013,4073400.0,618163200.0
6354,INPRO,2015,68095,661,7154,130446,2932000.0,313200.0
1933,INDYKPOL,2014,68630,687,10513,119065,911300.0,2932000.0
2611,HYDROBUD,2016,74044,751,10353,143526,313200.0,9377600.0
3049,TFONE,2012,41583,738,13688,106601,140200.0,119939300.0
1868,EMAX,2014,68630,687,10513,119065,911300.0,2932000.0
3123,PROCAD,2008,24380,865,9160,48498,618163200.0,1168500.0
1262,MOSTALWAR,2006,12720,624,1914,37316,6026400.0,4073400.0
4201,PULAWY,2007,16086,610,2677,41013,4073400.0,618163200.0
6946,ORANGEPL,2009,23851,1089,4068,69283,1168500.0,1159200.0
9103,NOVAKBM,2008,24380,865,9160,48498,618163200.0,1168500.0
9134,DSS,2013,62308,673,14845,119491,119939300.0,911300.0
9942,MITEX,2015,68095,661,7154,130446,2932000.0,313200.0
10446,ANIMEX,2012,41583,738,13688,106601,140200.0,119939300.0
4747,EFH,2007,16086,610,2677,41013,4073400.0,618163200.0
10007,APLITT,2015,68095,661,7154,130446,2932000.0,313200.0
8353,UNIMOT,2012,41583,738,13688,106601,140200.0,119939300.0
9919,15HETMAN,2005,12126,520,1723,30845,9262800.0,6026400.0
10359,BPH,2016,74044,751,10353,143526,313200.0,9377600.0
9572,BICK,2009,23851,1089,4068,69283,1168500.0,1159200.0
9859,HOWELL,2010,32046,1038,5461,80418,1159200.0,857700.0
460,PBG,2010,32046,1038,5461,80418,1159200.0,857700.0
3501,KRAKCHEM,2009,23851,1089,4068,69283,1168500.0,1159200.0
10010,INPOST,2005,12126,520,1723,30845,9262800.0,6026400.0
3153,INTEGERPL,2012,41583,738,13688,106601,140200.0,119939300.0
9579,BICK,2016,74044,751,10353,143526,313200.0,9377600.0
9124,MIT,2016,74044,751,10353,143526,313200.0,9377600.0
4913,ADVADIS,2017,74142,659,9388,148860,9377600.0,25500.0
2458,DEBICA,2006,12720,624,1914,37316,6026400.0,4073400.0
1279,AGORA,2010,32046,1038,5461,80418,1159200.0,857700.0
9472,SZEPTEL,2013,62308,673,14845,119491,119939300.0,911300.0
947,ELBUDOWA,2016,74044,751,10353,143526,313200.0,9377600.0
2565,POLCOLOR,2009,23851,1089,4068,69283,1168500.0,1159200.0
1016,FARMACOL,2007,16086,610,2677,41013,4073400.0,618163200.0
8477,VENTUREIN,2006,12720,624,1914,37316,6026400.0,4073400.0
7549,IBSM,2014,68630,687,10513,119065,911300.0,2932000.0
6303,CDRL,2016,74044,751,10353,143526,313200.0,9377600.0
10070,BIG,2013,62308,673,14845,119491,119939300.0,911300.0
1392,BORYSZEW,2006,12720,624,1914,37316,6026400.0,4073400.0
7498,BGZBNPP,2015,68095,661,7154,130446,2932000.0,313200.0
457,PBG,2007,16086,610,2677,41013,4073400.0,618163200.0
7055,IFCAPITAL,2014,68630,687,10513,119065,911300.0,2932000.0
9120,MIT,2012,41583,738,13688,106601,140200.0,119939300.0
4245,HERMAN,2012,41583,738,13688,106601,140200.0,119939300.0
918,14ZACH,2013,62308,673,14845,119491,119939300.0,911300.0
2500,RELPOL,2009,23851,1089,4068,69283,1168500.0,1159200.0
7397,BENEFIT,2005,12126,520,1723,30845,9262800.0,6026400.0
10412,BELCHATOW,2017,74142,659,9388,148860,9377600.0,25500.0
5287,PWRMEDIA,2014,68630,687,10513,119065,911300.0,2932000.0
1390,PPWK,2017,74142,659,9388,148860,9377600.0,25500.0
3452,ORZBIALY,2012,41583,738,13688,106601,140200.0,119939300.0
65,PROCHNIK,2005,12126,520,1723,30845,9262800.0,6026400.0
8481,VENTUREIN,2010,32046,1038,5461,80418,1159200.0,857700.0
6650,BIK,2012,41583,738,13688,106601,140200.0,119939300.0
2364,POLNA,2016,74044,751,10353,143526,313200.0,9377600.0
987,SOFTBANK,2017,74142,659,9388,148860,9377600.0,25500.0
5888,COMPERIA,2017,74142,659,9388,148860,9377600.0,25500.0
10668,LIBRA,2013,62308,673,14845,119491,119939300.0,911300.0
3319,MAKARONPL,2009,23851,1089,4068,69283,1168500.0,1159200.0
4851,POINTGROUP,2007,16086,610,2677,41013,4073400.0,618163200.0
7980,KCI,2016,74044,751,10353,143526,313200.0,9377600.0
4412,OLYMPIC,2010,32046,1038,5461,80418,1159200.0,857700.0
7926,AILLERON,2014,68630,687,10513,119065,911300.0,2932000.0
7424,FMG,2006,12720,624,1914,37316,6026400.0,4073400.0
995,IMPEXMET,2012,41583,738,13688,106601,140200.0,119939300.0
1188,MOSTALPLC,2010,32046,1038,5461,80418,1159200.0,857700.0
5727,CNT,2012,41583,738,13688,106601,140200.0,119939300.0
5251,CASHFLOW,2017,74142,659,9388,148860,9377600.0,25500.0
8858,PRESCO,2010,32046,1038,5461,80418,1159200.0,857700.0
1225,JCAUTO,2008,24380,865,9160,48498,618163200.0,1168500.0
4931,KOMPUTRON,2009,23851,1089,4068,69283,1168500.0,1159200.0
7497,BGZBNPP,2014,68630,687,10513,119065,911300.0,2932000.0
10196,AGROS,2009,23851,1089,4068,69283,1168500.0,1159200.0
4968,CAMMEDIA,2007,16086,610,2677,41013,4073400.0,618163200.0
9337,SMT,2008,24380,865,9160,48498,618163200.0,1168500.0
9438,OBORNIKI,2005,12126,520,1723,30845,9262800.0,6026400.0
1313,MCI,2005,12126,520,1723,30845,9262800.0,6026400.0
6579,PCCEXOL,2006,12720,624,1914,37316,6026400.0,4073400.0
4241,HERMAN,2008,24380,865,9160,48498,618163200.0,1168500.0
4336,NORTCOAST,2012,41583,738,13688,106601,140200.0,119939300.0
10176,AMS,2015,68095,661,7154,130446,2932000.0,313200.0
7115,PATENTUS,2009,23851,1089,4068,69283,1168500.0,1159200.0
6634,HERKULES,2009,23851,1089,4068,69283,1168500.0,1159200.0
8166,CZTOREBKA,2007,16086,610,2677,41013,4073400.0,618163200.0
1157,PEMUG,2005,12126,520,1723,30845,9262800.0,6026400.0
750,HOGA.PL,2014,68630,687,10513,119065,911300.0,2932000.0
8248,SOLAR,2011,35340,817,11266,94012,857700.0,140200.0
6348,INPRO,2009,23851,1089,4068,69283,1168500.0,1159200.0
4712,VARIANT,2011,35340,817,11266,94012,857700.0,140200.0
2865,IMMOEAST,2010,32046,1038,5461,80418,1159200.0,857700.0
6143,SILVAIR-REGS,2012,41583,738,13688,106601,140200.0,119939300.0
1661,ZEG,2015,68095,661,7154,130446,2932000.0,313200.0
9968,GASTELZUR,2015,68095,661,7154,130446,2932000.0,313200.0
4885,BANKIER.PL,2015,68095,661,7154,130446,2932000.0,313200.0
872,ROPCZYCE,2006,12720,624,1914,37316,6026400.0,4073400.0
6429,NEUCA,2012,41583,738,13688,106601,140200.0,119939300.0
8341,URSUS,2013,62308,673,14845,119491,119939300.0,911300.0
7595,MIRACULUM,2008,24380,865,9160,48498,618163200.0,1168500.0
9630,ZTSERG,2015,68095,661,7154,130446,2932000.0,313200.0
8836,PTI,2014,68630,687,10513,119065,911300.0,2932000.0
9031,PELION,2014,68630,687,10513,119065,911300.0,2932000.0
7815,POLWAX,2007,16086,610,2677,41013,4073400.0,618163200.0
2106,FERRUM,2005,12126,520,1723,30845,9262800.0,6026400.0
3969,IVMX,2009,23851,1089,4068,69283,1168500.0,1159200.0
10009,APLITT,2017,74142,659,9388,148860,9377600.0,25500.0
419,PROJPRZEM,2008,24380,865,9160,48498,618163200.0,1168500.0
5263,HARDEX,2016,74044,751,10353,143526,313200.0,9377600.0
5020,WOJAS,2007,16086,610,2677,41013,4073400.0,618163200.0
7109,I2DEV,2016,74044,751,10353,143526,313200.0,9377600.0
6722,CLNPHARMA,2006,12720,624,1914,37316,6026400.0,4073400.0
8103,STELMET,2009,23851,1089,4068,69283,1168500.0,1159200.0
5200,CENTROZAP,2005,12126,520,1723,30845,9262800.0,6026400.0
6809,FERRO,2015,68095,661,7154,130446,2932000.0,313200.0
2967,ABPL,2008,24380,865,9160,48498,618163200.0,1168500.0
5627,EUROHOLD,2016,74044,751,10353,143526,313200.0,9377600.0
3810,MWTRADE,2006,12720,624,1914,37316,6026400.0,4073400.0
5051,KREDYTIN,2012,41583,738,13688,106601,140200.0,119939300.0
80,LUBAWA,2007,16086,610,2677,41013,4073400.0,618163200.0
7488,BGZBNPP,2005,12126,520,1723,30845,9262800.0,6026400.0
2053,COMARCH,2017,74142,659,9388,148860,9377600.0,25500.0
4644,TETA,2008,24380,865,9160,48498,618163200.0,1168500.0
3184,SYNTHOS,2017,74142,659,9388,148860,9377600.0,25500.0
322,ELMONTWAR,2015,68095,661,7154,130446,2932000.0,313200.0
4040,CIECH,2015,68095,661,7154,130446,2932000.0,313200.0
5823,TESGAS,2017,74142,659,9388,148860,9377600.0,25500.0
2514,STRZELEC,2010,32046,1038,5461,80418,1159200.0,857700.0
4174,B3SYSTEM,2006,12720,624,1914,37316,6026400.0,4073400.0
6523,LOKUM,2015,68095,661,7154,130446,2932000.0,313200.0
8550,TERMOREX,2014,68630,687,10513,119065,911300.0,2932000.0
9117,MIT,2009,23851,1089,4068,69283,1168500.0,1159200.0
8622,OPENFIN,2008,24380,865,9160,48498,618163200.0,1168500.0
2211,PROSPER,2006,12720,624,1914,37316,6026400.0,4073400.0
72,PROCHNIK,2012,41583,738,13688,106601,140200.0,119939300.0
9245,EXILLON,2007,16086,610,2677,41013,4073400.0,618163200.0
4041,CIECH,2016,74044,751,10353,143526,313200.0,9377600.0
9817,WAFAPOMP,2007,16086,610,2677,41013,4073400.0,618163200.0
3021,ATLANTAPL,2010,32046,1038,5461,80418,1159200.0,857700.0
1269,MOSTALWAR,2013,62308,673,14845,119491,119939300.0,911300.0
10365,DELIA,2009,23851,1089,4068,69283,1168500.0,1159200.0
3962,TELL,2015,68095,661,7154,130446,2932000.0,313200.0
5175,MERCOR,2006,12720,624,1914,37316,6026400.0,4073400.0
2663,LZPS,2016,74044,751,10353,143526,313200.0,9377600.0
7910,YOLO,2011,35340,817,11266,94012,857700.0,140200.0
7808,MANGATA,2013,62308,673,14845,119491,119939300.0,911300.0
3546,HELIO,2015,68095,661,7154,130446,2932000.0,313200.0
8149,ADIUVO,2016,74044,751,10353,143526,313200.0,9377600.0
4761,POLICE,2008,24380,865,9160,48498,618163200.0,1168500.0
841,BRE,2014,68630,687,10513,119065,911300.0,2932000.0
5713,TARCZYNSKI,2011,35340,817,11266,94012,857700.0,140200.0
9323,DTP,2007,16086,610,2677,41013,4073400.0,618163200.0
8101,STELMET,2007,16086,610,2677,41013,4073400.0,618163200.0
596,KOGENERA,2016,74044,751,10353,143526,313200.0,9377600.0
743,HOGA.PL,2007,16086,610,2677,41013,4073400.0,618163200.0
8156,GRUPAAZOTY,2010,32046,1038,5461,80418,1159200.0,857700.0
2152,ATLANTIS,2012,41583,738,13688,106601,140200.0,119939300.0
7161,CELTIC,2016,74044,751,10353,143526,313200.0,9377600.0
865,KOPEX,2012,41583,738,13688,106601,140200.0,119939300.0
363,INSTAL,2017,74142,659,9388,148860,9377600.0,25500.0
4652,TETA,2016,74044,751,10353,143526,313200.0,9377600.0
10121,AMERBANK,2012,41583,738,13688,106601,140200.0,119939300.0
9108,NOVAKBM,2013,62308,673,14845,119491,119939300.0,911300.0
9918,STOMIL,2017,74142,659,9388,148860,9377600.0,25500.0
8851,FORTUNA,2016,74044,751,10353,143526,313200.0,9377600.0
8019,ZEPAK,2016,74044,751,10353,143526,313200.0,9377600.0
7309,APSENERGY,2008,24380,865,9160,48498,618163200.0,1168500.0
2070,SOKOLOW,2008,24380,865,9160,48498,618163200.0,1168500.0
4933,KOMPUTRON,2011,35340,817,11266,94012,857700.0,140200.0
1842,SWIECIE,2014,68630,687,10513,119065,911300.0,2932000.0
1825,ATMGRUPA,2010,32046,1038,5461,80418,1159200.0,857700.0
1322,MCI,2014,68630,687,10513,119065,911300.0,2932000.0
1254,HANDLOWY,2011,35340,817,11266,94012,857700.0,140200.0
9814,MOSTALSDL,2017,74142,659,9388,148860,9377600.0,25500.0
2117,FERRUM,2016,74044,751,10353,143526,313200.0,9377600.0
5681,CDPROJEKT,2005,12126,520,1723,30845,9262800.0,6026400.0
1032,JELFA,2010,32046,1038,5461,80418,1159200.0,857700.0
4806,SFINKS,2014,68630,687,10513,119065,911300.0,2932000.0
8924,PCCINTER,2011,35340,817,11266,94012,857700.0,140200.0
5028,WOJAS,2015,68095,661,7154,130446,2932000.0,313200.0
1336,TPSA,2015,68095,661,7154,130446,2932000.0,313200.0
2005,WSIP,2008,24380,865,9160,48498,618163200.0,1168500.0
4707,VARIANT,2006,12720,624,1914,37316,6026400.0,4073400.0
10129,ZEW,2007,16086,610,2677,41013,4073400.0,618163200.0
7623,ABCDATA,2010,32046,1038,5461,80418,1159200.0,857700.0
7668,ALIOR,2016,74044,751,10353,143526,313200.0,9377600.0
8609,OTLOG,2008,24380,865,9160,48498,618163200.0,1168500.0
5461,CITYINTER,2006,12720,624,1914,37316,6026400.0,4073400.0
10361,DELIA,2005,12126,520,1723,30845,9262800.0,6026400.0
8833,PTI,2011,35340,817,11266,94012,857700.0,140200.0
1927,INDYKPOL,2008,24380,865,9160,48498,618163200.0,1168500.0
6561,RAWLPLUG,2014,68630,687,10513,119065,911300.0,2932000.0
552,MILLENNIUM,2011,35340,817,11266,94012,857700.0,140200.0
1551,ORFE,2009,23851,1089,4068,69283,1168500.0,1159200.0
2893,IZNS,2012,41583,738,13688,106601,140200.0,119939300.0
3594,PCGUARD,2011,35340,817,11266,94012,857700.0,140200.0
9127,DSS,2006,12720,624,1914,37316,6026400.0,4073400.0
1109,POLNORD,2009,23851,1089,4068,69283,1168500.0,1159200.0
1601,MPECWRO,2007,16086,610,2677,41013,4073400.0,618163200.0
9073,AVIASG,2017,74142,659,9388,148860,9377600.0,25500.0
9746,AATHOLD,2014,68630,687,10513,119065,911300.0,2932000.0
7084,AUGA,2017,74142,659,9388,148860,9377600.0,25500.0
3,ALCHEMIA,2008,24380,865,9160,48498,618163200.0,1168500.0
9552,EFL,2015,68095,661,7154,130446,2932000.0,313200.0
5073,PRIMAMODA,2008,24380,865,9160,48498,618163200.0,1168500.0
9288,NOKAUT,2011,35340,817,11266,94012,857700.0,140200.0
10139,ZEW,2017,74142,659,9388,148860,9377600.0,25500.0
25,GANT,2017,74142,659,9388,148860,9377600.0,25500.0
2039,PAGED,2016,74044,751,10353,143526,313200.0,9377600.0
566,RMFFM,2012,41583,738,13688,106601,140200.0,119939300.0
1572,PGF,2017,74142,659,9388,148860,9377600.0,25500.0
2182,MACROSOFT,2016,74044,751,10353,143526,313200.0,9377600.0
9160,BLACKLION,2013,62308,673,14845,119491,119939300.0,911300.0
5818,TESGAS,2012,41583,738,13688,106601,140200.0,119939300.0
8668,QUMAK,2015,68095,661,7154,130446,2932000.0,313200.0
747,HOGA.PL,2011,35340,817,11266,94012,857700.0,140200.0
4177,B3SYSTEM,2009,23851,1089,4068,69283,1168500.0,1159200.0
9967,GASTELZUR,2014,68630,687,10513,119065,911300.0,2932000.0
7463,ESOTIQ,2006,12720,624,1914,37316,6026400.0,4073400.0
1783,PROVIMROL,2007,16086,610,2677,41013,4073400.0,618163200.0
4834,MMPPL,2016,74044,751,10353,143526,313200.0,9377600.0
2354,POLNA,2006,12720,624,1914,37316,6026400.0,4073400.0
6686,BBIDEV,2009,23851,1089,4068,69283,1168500.0,1159200.0
5702,VISTAL,2013,62308,673,14845,119491,119939300.0,911300.0
4835,MMPPL,2017,74142,659,9388,148860,9377600.0,25500.0
2939,DRAGOWSKI,2006,12720,624,1914,37316,6026400.0,4073400.0
4544,BIOTON,2012,41583,738,13688,106601,140200.0,119939300.0
2575,POLLENAE,2006,12720,624,1914,37316,6026400.0,4073400.0
6489,SANPL2,2007,16086,610,2677,41013,4073400.0,618163200.0
5516,MONNARI,2009,23851,1089,4068,69283,1168500.0,1159200.0
3062,CORMAY,2012,41583,738,13688,106601,140200.0,119939300.0
8494,IZOBLOK,2010,32046,1038,5461,80418,1159200.0,857700.0
3795,RESBUD,2017,74142,659,9388,148860,9377600.0,25500.0
8358,UNIMOT,2017,74142,659,9388,148860,9377600.0,25500.0
5255,HARDEX,2008,24380,865,9160,48498,618163200.0,1168500.0
7877,PEMANAGER,2017,74142,659,9388,148860,9377600.0,25500.0
2540,UNIMIL,2010,32046,1038,5461,80418,1159200.0,857700.0
6785,ENEA,2017,74142,659,9388,148860,9377600.0,25500.0
7991,VIVID,2014,68630,687,10513,119065,911300.0,2932000.0
5286,PWRMEDIA,2013,62308,673,14845,119491,119939300.0,911300.0
4457,RUCH,2016,74044,751,10353,143526,313200.0,9377600.0
692,ALPRAS,2008,24380,865,9160,48498,618163200.0,1168500.0
6658,CPGROUP,2007,16086,610,2677,41013,4073400.0,618163200.0
1905,EFEKT,2012,41583,738,13688,106601,140200.0,119939300.0
5274,KOLASTYNA,2014,68630,687,10513,119065,911300.0,2932000.0
2197,05VICT,2005,12126,520,1723,30845,9262800.0,6026400.0
7947,TRANSPOL,2009,23851,1089,4068,69283,1168500.0,1159200.0
7760,SERINUS,2017,74142,659,9388,148860,9377600.0,25500.0
2558,SWARZEDZ,2015,68095,661,7154,130446,2932000.0,313200.0
5184,MERCOR,2015,68095,661,7154,130446,2932000.0,313200.0
8492,IZOBLOK,2008,24380,865,9160,48498,618163200.0,1168500.0
627,IGROUP,2008,24380,865,9160,48498,618163200.0,1168500.0
717,RAFAKO,2007,16086,610,2677,41013,4073400.0,618163200.0
582,KRUK,2015,68095,661,7154,130446,2932000.0,313200.0
243,BETACOM,2014,68630,687,10513,119065,911300.0,2932000.0
3406,SELENAFM,2005,12126,520,1723,30845,9262800.0,6026400.0
5572,KRVITAMIN,2013,62308,673,14845,119491,119939300.0,911300.0
7809,MANGATA,2014,68630,687,10513,119065,911300.0,2932000.0
9748,AATHOLD,2016,74044,751,10353,143526,313200.0,9377600.0
5168,OPONEO.PL,2012,41583,738,13688,106601,140200.0,119939300.0
4660,QUANTUM,2011,35340,817,11266,94012,857700.0,140200.0
8589,KDMSHIPNG,2014,68630,687,10513,119065,911300.0,2932000.0
3098,JWCONSTR,2009,23851,1089,4068,69283,1168500.0,1159200.0
2015,DWORY,2005,12126,520,1723,30845,9262800.0,6026400.0
558,MILLENNIUM,2017,74142,659,9388,148860,9377600.0,25500.0
383,MOSTALZAB,2011,35340,817,11266,94012,857700.0,140200.0
8780,CUBEITG,2010,32046,1038,5461,80418,1159200.0,857700.0
3108,ACTION,2006,12720,624,1914,37316,6026400.0,4073400.0
1629,NFIEMF,2009,23851,1089,4068,69283,1168500.0,1159200.0
1463,BYTOM,2012,41583,738,13688,106601,140200.0,119939300.0
3183,SYNTHOS,2016,74044,751,10353,143526,313200.0,9377600.0
9158,BLACKLION,2011,35340,817,11266,94012,857700.0,140200.0
8691,HARPER,2012,41583,738,13688,106601,140200.0,119939300.0
9661,STORMM,2007,16086,610,2677,41013,4073400.0,618163200.0
285,SIMPLE,2017,74142,659,9388,148860,9377600.0,25500.0
343,PEPEES,2010,32046,1038,5461,80418,1159200.0,857700.0
9169,EUIMPLANT,2009,23851,1089,4068,69283,1168500.0,1159200.0
10262,LTL,2010,32046,1038,5461,80418,1159200.0,857700.0
6872,PLAY,2013,62308,673,14845,119491,119939300.0,911300.0
5864,DINOPL,2006,12720,624,1914,37316,6026400.0,4073400.0
4152,KONSSTALI,2010,32046,1038,5461,80418,1159200.0,857700.0
3912,FOTA,2017,74142,659,9388,148860,9377600.0,25500.0
1274,AGORA,2005,12126,520,1723,30845,9262800.0,6026400.0
6654,BIK,2016,74044,751,10353,143526,313200.0,9377600.0
1433,BCHEM,2008,24380,865,9160,48498,618163200.0,1168500.0
6943,ORANGEPL,2006,12720,624,1914,37316,6026400.0,4073400.0
3092,POLCOLORIT,2016,74044,751,10353,143526,313200.0,9377600.0
6081,GPRE,2015,68095,661,7154,130446,2932000.0,313200.0
1680,AMPLI,2008,24380,865,9160,48498,618163200.0,1168500.0
5718,TARCZYNSKI,2016,74044,751,10353,143526,313200.0,9377600.0
412,INTERIA.PL,2014,68630,687,10513,119065,911300.0,2932000.0
2687,STALEXP,2014,68630,687,10513,119065,911300.0,2932000.0
10582,PSG,2005,12126,520,1723,30845,9262800.0,6026400.0
702,BANKBPH,2005,12126,520,1723,30845,9262800.0,6026400.0
5923,TATRY,2013,62308,673,14845,119491,119939300.0,911300.0
3195,ERGIS,2015,68095,661,7154,130446,2932000.0,313200.0
8501,IZOBLOK,2017,74142,659,9388,148860,9377600.0,25500.0
8658,QUMAK,2005,12126,520,1723,30845,9262800.0,6026400.0
5384,TRAVELPL,2007,16086,610,2677,41013,4073400.0,618163200.0
4279,FASTFIN,2007,16086,610,2677,41013,4073400.0,618163200.0
1009,MOL,2013,62308,673,14845,119491,119939300.0,911300.0
4208,PULAWY,2014,68630,687,10513,119065,911300.0,2932000.0
7364,DELKO,2011,35340,817,11266,94012,857700.0,140200.0
5045,KREDYTIN,2006,12720,624,1914,37316,6026400.0,4073400.0
8883,ADVGRUPA,2009,23851,1089,4068,69283,1168500.0,1159200.0
1646,PEKAES,2013,62308,673,14845,119491,119939300.0,911300.0
7099,I2DEV,2006,12720,624,1914,37316,6026400.0,4073400.0
5476,POLREST,2008,24380,865,9160,48498,618163200.0,1168500.0
10702,POLMOSLBN,2008,24380,865,9160,48498,618163200.0,1168500.0
4132,NOVITUS,2016,74044,751,10353,143526,313200.0,9377600.0
466,PBG,2016,74044,751,10353,143526,313200.0,9377600.0
10618,GLOBALNRG,2015,68095,661,7154,130446,2932000.0,313200.0
6837,KREC,2017,74142,659,9388,148860,9377600.0,25500.0
4032,CIECH,2007,16086,610,2677,41013,4073400.0,618163200.0
911,14ZACH,2006,12720,624,1914,37316,6026400.0,4073400.0
10415,MORLINY,2007,16086,610,2677,41013,4073400.0,618163200.0
2717,WISTIL,2005,12126,520,1723,30845,9262800.0,6026400.0
9682,INWESTCON,2015,68095,661,7154,130446,2932000.0,313200.0
6222,JJAUTO,2013,62308,673,14845,119491,119939300.0,911300.0
2310,FASING,2014,68630,687,10513,119065,911300.0,2932000.0
3558,TRITON,2014,68630,687,10513,119065,911300.0,2932000.0
6992,AUTOPARTN,2016,74044,751,10353,143526,313200.0,9377600.0
5734,WINVEST,2006,12720,624,1914,37316,6026400.0,4073400.0
170,IVAXCORP,2006,12720,624,1914,37316,6026400.0,4073400.0
4135,UNICREDIT,2006,12720,624,1914,37316,6026400.0,4073400.0
7001,ARCTIC,2012,41583,738,13688,106601,140200.0,119939300.0
7805,MANGATA,2010,32046,1038,5461,80418,1159200.0,857700.0
7367,DELKO,2014,68630,687,10513,119065,911300.0,2932000.0
2346,MUZA,2011,35340,817,11266,94012,857700.0,140200.0
7171,ARCHICOM,2013,62308,673,14845,119491,119939300.0,911300.0
8259,PBSFINANSE,2009,23851,1089,4068,69283,1168500.0,1159200.0
4297,RAFAMET,2012,41583,738,13688,106601,140200.0,119939300.0
9592,POZMEAT,2016,74044,751,10353,143526,313200.0,9377600.0
5639,TSGAMES,2015,68095,661,7154,130446,2932000.0,313200.0
3404,DOMDEV,2016,74044,751,10353,143526,313200.0,9377600.0
6177,CALATRAVA,2007,16086,610,2677,41013,4073400.0,618163200.0
3218,HYPERION,2012,41583,738,13688,106601,140200.0,119939300.0
1809,INSTALKRK,2007,16086,610,2677,41013,4073400.0,618163200.0
5276,KOLASTYNA,2016,74044,751,10353,143526,313200.0,9377600.0
9688,TOORA,2008,24380,865,9160,48498,618163200.0,1168500.0
